stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000224356	9606.ENSP00000332296	CYP26A1	RARB	9606	0.739	0	0	0	0.056	0.056	0	0.731
9606.ENSP00000224356	9606.ENSP00000451406	CYP26A1	HSD17B6	9606	0.919	0	0	0	0.058	0.052	0.9	0.202
9606.ENSP00000224356	9606.ENSP00000498939	CYP26A1	CYP3A4	9606	0.944	0	0	0.226	0.075	0.069	0.906	0.247
9606.ENSP00000224356	9606.ENSP00000378488	CYP26A1	CYP1A1	9606	0.945	0	0	0.231	0.085	0.054	0.905	0.266
9606.ENSP00000224784	9606.ENSP00000331544	ACTA2	FBLN1	9606	0.403	0	0	0	0.096	0.103	0	0.323
9606.ENSP00000224784	9606.ENSP00000263923	ACTA2	KDR	9606	0.404	0	0	0	0.067	0	0	0.387
9606.ENSP00000224784	9606.ENSP00000225831	ACTA2	CCL2	9606	0.407	0	0	0	0.067	0	0	0.39
9606.ENSP00000224784	9606.ENSP00000379140	ACTA2	CXCL12	9606	0.414	0	0	0	0.138	0	0	0.348
9606.ENSP00000224784	9606.ENSP00000260356	ACTA2	THBS1	9606	0.419	0	0	0	0.073	0.103	0	0.357
9606.ENSP00000224784	9606.ENSP00000269305	ACTA2	TP53	9606	0.419	0	0	0	0.055	0.16	0	0.327
9606.ENSP00000224784	9606.ENSP00000261023	ACTA2	ITGAV	9606	0.422	0	0	0	0.057	0	0	0.411
9606.ENSP00000224784	9606.ENSP00000294954	ACTA2	LHCGR	9606	0.426	0	0	0	0.052	0	0	0.42
9606.ENSP00000224784	9606.ENSP00000361405	ACTA2	MMP9	9606	0.429	0	0	0	0.06	0	0	0.418
9606.ENSP00000224784	9606.ENSP00000261769	ACTA2	CDH1	9606	0.434	0	0	0	0.061	0.069	0	0.404
9606.ENSP00000224784	9606.ENSP00000370842	ACTA2	IL33	9606	0.441	0	0	0	0.081	0	0	0.417
9606.ENSP00000224784	9606.ENSP00000262367	ACTA2	CREBBP	9606	0.445	0	0	0	0	0.072	0.4	0.083
9606.ENSP00000224784	9606.ENSP00000411355	ACTA2	PTPRC	9606	0.461	0	0	0	0	0.062	0	0.449
9606.ENSP00000224784	9606.ENSP00000262160	ACTA2	SMAD2	9606	0.467	0	0	0	0.067	0.045	0	0.449
9606.ENSP00000224784	9606.ENSP00000245479	ACTA2	SOX9	9606	0.482	0	0	0	0.042	0	0	0.482
9606.ENSP00000224784	9606.ENSP00000230354	ACTA2	TBP	9606	0.486	0	0	0	0.294	0.09	0	0.264
9606.ENSP00000224784	9606.ENSP00000494750	ACTA2	ACTB	9606	0.506	0	0	0.047	0.065	0.165	0	0.415
9606.ENSP00000224784	9606.ENSP00000275493	ACTA2	EGFR	9606	0.53	0	0	0	0.059	0.378	0	0.262
9606.ENSP00000224784	9606.ENSP00000355896	ACTA2	TGFB2	9606	0.542	0	0	0	0.075	0	0	0.524
9606.ENSP00000224784	9606.ENSP00000257290	ACTA2	PDGFRA	9606	0.558	0	0	0	0.12	0	0	0.518
9606.ENSP00000224784	9606.ENSP00000345206	ACTA2	RBPJ	9606	0.577	0	0	0	0	0.066	0.5	0.167
9606.ENSP00000224784	9606.ENSP00000360762	ACTA2	ANKRD1	9606	0.625	0	0	0	0.082	0.092	0	0.586
9606.ENSP00000224784	9606.ENSP00000296181	ACTA2	ITGB5	9606	0.628	0	0	0	0.056	0.07	0.5	0.254
9606.ENSP00000224784	9606.ENSP00000380070	ACTA2	GAPDH	9606	0.629	0	0	0	0.239	0.042	0	0.531
9606.ENSP00000224784	9606.ENSP00000263253	ACTA2	EP300	9606	0.684	0	0	0	0	0.072	0.4	0.478
9606.ENSP00000224784	9606.ENSP00000346839	ACTA2	FN1	9606	0.689	0	0	0	0.078	0	0	0.676
9606.ENSP00000224784	9606.ENSP00000325527	ACTA2	FBN1	9606	0.721	0	0	0	0.114	0.103	0	0.677
9606.ENSP00000224784	9606.ENSP00000356954	ACTA2	CCN2	9606	0.727	0	0	0	0.113	0	0	0.705
9606.ENSP00000224784	9606.ENSP00000332973	ACTA2	SMAD3	9606	0.733	0	0	0	0.074	0.089	0	0.709
9606.ENSP00000224784	9606.ENSP00000356257	ACTA2	LMOD1	9606	0.773	0	0	0	0.205	0	0.5	0.475
9606.ENSP00000224784	9606.ENSP00000261799	ACTA2	PDGFRB	9606	0.781	0	0	0	0.243	0	0	0.723
9606.ENSP00000224784	9606.ENSP00000297268	ACTA2	COL1A2	9606	0.814	0	0	0	0.222	0.101	0	0.756
9606.ENSP00000224784	9606.ENSP00000304408	ACTA2	COL3A1	9606	0.882	0	0	0	0.336	0.101	0	0.818
9606.ENSP00000224784	9606.ENSP00000225964	ACTA2	COL1A1	9606	0.928	0	0	0	0.27	0.101	0	0.899
9606.ENSP00000224784	9606.ENSP00000376678	ACTA2	TAGLN	9606	0.954	0	0	0	0.449	0.14	0	0.911
9606.ENSP00000225474	9606.ENSP00000362680	CSF3	SRC	9606	0.403	0	0	0	0	0	0	0.403
9606.ENSP00000225474	9606.ENSP00000246657	CSF3	CCR7	9606	0.405	0	0	0	0.048	0	0	0.401
9606.ENSP00000225474	9606.ENSP00000355896	CSF3	TGFB2	9606	0.408	0	0	0	0.053	0	0	0.4
9606.ENSP00000225474	9606.ENSP00000230990	CSF3	HBEGF	9606	0.409	0	0	0	0.074	0	0	0.388
9606.ENSP00000225474	9606.ENSP00000300134	CSF3	STAT6	9606	0.409	0	0	0	0	0	0	0.409
9606.ENSP00000225474	9606.ENSP00000228434	CSF3	CD69	9606	0.412	0	0	0	0.064	0	0	0.398
9606.ENSP00000225474	9606.ENSP00000306245	CSF3	FOS	9606	0.416	0	0	0	0.087	0	0	0.387
9606.ENSP00000225474	9606.ENSP00000349967	CSF3	CCRL2	9606	0.416	0	0	0	0.072	0	0	0.397
9606.ENSP00000225474	9606.ENSP00000355627	CSF3	AGT	9606	0.416	0	0	0	0	0	0	0.417
9606.ENSP00000225474	9606.ENSP00000362795	CSF3	CXCR3	9606	0.418	0	0	0	0	0	0	0.419
9606.ENSP00000225474	9606.ENSP00000360266	CSF3	JUN	9606	0.418	0	0	0	0.042	0	0	0.418
9606.ENSP00000225474	9606.ENSP00000478887	CSF3	MYC	9606	0.419	0	0	0	0.042	0	0	0.419
9606.ENSP00000225474	9606.ENSP00000352071	CSF3	CD163	9606	0.42	0	0	0	0.043	0	0	0.419
9606.ENSP00000225474	9606.ENSP00000322788	CSF3	MMP1	9606	0.421	0	0	0	0.113	0	0	0.374
9606.ENSP00000225474	9606.ENSP00000263025	CSF3	MAPK3	9606	0.43	0	0	0	0.059	0	0	0.42
9606.ENSP00000225474	9606.ENSP00000330382	CSF3	PDGFB	9606	0.43	0	0	0	0.12	0	0	0.379
9606.ENSP00000225474	9606.ENSP00000381775	CSF3	TNFSF11	9606	0.432	0	0	0	0.042	0	0	0.432
9606.ENSP00000225474	9606.ENSP00000311032	CSF3	CASP3	9606	0.443	0	0	0	0.052	0	0	0.437
9606.ENSP00000225474	9606.ENSP00000296029	CSF3	PF4	9606	0.445	0	0	0	0.047	0	0	0.442
9606.ENSP00000225474	9606.ENSP00000231751	CSF3	LTF	9606	0.447	0	0	0	0.044	0	0	0.446
9606.ENSP00000225474	9606.ENSP00000339804	CSF3	TSLP	9606	0.45	0	0	0	0.124	0	0	0.398
9606.ENSP00000225474	9606.ENSP00000499459	CSF3	IL19	9606	0.457	0	0	0	0.171	0	0	0.372
9606.ENSP00000225474	9606.ENSP00000414303	CSF3	BDNF	9606	0.464	0	0	0	0.044	0	0	0.463
9606.ENSP00000225474	9606.ENSP00000264637	CSF3	THRA	9606	0.466	0	0	0	0.114	0	0	0.422
9606.ENSP00000225474	9606.ENSP00000400533	CSF3	CCL24	9606	0.469	0	0	0	0.099	0	0	0.435
9606.ENSP00000225474	9606.ENSP00000292303	CSF3	CCR5	9606	0.472	0	0	0	0	0	0	0.472
9606.ENSP00000225474	9606.ENSP00000380948	CSF3	ITGB2	9606	0.472	0	0	0	0	0	0	0.472
9606.ENSP00000225474	9606.ENSP00000437955	CSF3	HIF1A	9606	0.477	0	0	0	0.047	0	0	0.474
9606.ENSP00000225474	9606.ENSP00000226317	CSF3	CXCL6	9606	0.479	0	0	0	0.132	0	0	0.424
9606.ENSP00000225474	9606.ENSP00000303231	CSF3	IL12A	9606	0.482	0	0	0	0.114	0	0.4	0.104
9606.ENSP00000225474	9606.ENSP00000497102	CSF3	CTLA4	9606	0.483	0	0	0	0.05	0	0	0.479
9606.ENSP00000225474	9606.ENSP00000494750	CSF3	ACTB	9606	0.484	0	0	0	0	0.091	0	0.456
9606.ENSP00000225474	9606.ENSP00000398632	CSF3	CD44	9606	0.485	0	0	0	0.042	0	0	0.485
9606.ENSP00000225474	9606.ENSP00000295683	CSF3	CXCR1	9606	0.487	0	0	0	0.115	0	0	0.444
9606.ENSP00000225474	9606.ENSP00000378517	CSF3	SPP1	9606	0.5	0	0	0	0.086	0	0	0.476
9606.ENSP00000225474	9606.ENSP00000225842	CSF3	CCL1	9606	0.5	0	0	0	0.128	0	0	0.45
9606.ENSP00000225474	9606.ENSP00000269305	CSF3	TP53	9606	0.505	0	0	0	0	0	0	0.505
9606.ENSP00000225474	9606.ENSP00000305422	CSF3	CEBPB	9606	0.508	0	0	0	0.103	0	0	0.475
9606.ENSP00000225474	9606.ENSP00000332049	CSF3	CD86	9606	0.511	0	0	0	0	0	0	0.511
9606.ENSP00000225474	9606.ENSP00000381185	CSF3	BCL2	9606	0.513	0	0	0	0.057	0	0	0.505
9606.ENSP00000225474	9606.ENSP00000358525	CSF3	NGF	9606	0.514	0	0	0	0.047	0	0	0.511
9606.ENSP00000225474	9606.ENSP00000346839	CSF3	FN1	9606	0.514	0	0	0	0.055	0	0	0.507
9606.ENSP00000225474	9606.ENSP00000264246	CSF3	CD80	9606	0.522	0	0	0	0.059	0.055	0	0.506
9606.ENSP00000225474	9606.ENSP00000380070	CSF3	GAPDH	9606	0.522	0	0	0	0.056	0.065	0	0.501
9606.ENSP00000225474	9606.ENSP00000263923	CSF3	KDR	9606	0.522	0	0	0	0.074	0	0	0.505
9606.ENSP00000225474	9606.ENSP00000361359	CSF3	CD40	9606	0.525	0	0	0	0.08	0	0	0.505
9606.ENSP00000225474	9606.ENSP00000376637	CSF3	IGF1	9606	0.527	0	0	0	0	0	0	0.527
9606.ENSP00000225474	9606.ENSP00000430950	CSF3	IDO1	9606	0.529	0	0	0	0.088	0	0	0.505
9606.ENSP00000225474	9606.ENSP00000370842	CSF3	IL33	9606	0.531	0	0	0	0.06	0	0	0.522
9606.ENSP00000225474	9606.ENSP00000498227	CSF3	SELL	9606	0.531	0	0	0	0.061	0	0	0.522
9606.ENSP00000225474	9606.ENSP00000302935	CSF3	IL16	9606	0.542	0	0	0	0	0	0	0.542
9606.ENSP00000225474	9606.ENSP00000451828	CSF3	AKT1	9606	0.543	0	0	0	0	0	0	0.543
9606.ENSP00000225474	9606.ENSP00000454623	CSF3	ITGAX	9606	0.551	0	0	0	0.059	0	0	0.542
9606.ENSP00000225474	9606.ENSP00000226574	CSF3	NFKB1	9606	0.551	0	0	0	0.056	0.111	0	0.508
9606.ENSP00000225474	9606.ENSP00000306884	CSF3	CXCL11	9606	0.552	0	0	0	0.099	0	0	0.524
9606.ENSP00000225474	9606.ENSP00000365435	CSF3	TNFRSF1B	9606	0.554	0	0	0	0.049	0	0	0.551
9606.ENSP00000225474	9606.ENSP00000356438	CSF3	PTGS2	9606	0.559	0	0	0	0.137	0	0	0.51
9606.ENSP00000225474	9606.ENSP00000365380	CSF3	FOXP3	9606	0.57	0	0	0	0.042	0	0	0.57
9606.ENSP00000225474	9606.ENSP00000228534	CSF3	IL23A	9606	0.572	0	0	0	0.064	0	0	0.562
9606.ENSP00000225474	9606.ENSP00000401303	CSF3	SHC1	9606	0.572	0	0	0	0	0	0.5	0.181
9606.ENSP00000225474	9606.ENSP00000260010	CSF3	TLR2	9606	0.582	0	0	0	0.059	0	0	0.575
9606.ENSP00000225474	9606.ENSP00000404131	CSF3	TGFA	9606	0.583	0	0	0	0	0	0	0.583
9606.ENSP00000225474	9606.ENSP00000311697	CSF3	FGF5	9606	0.592	0	0	0	0.063	0	0	0.583
9606.ENSP00000225474	9606.ENSP00000334122	CSF3	FGF3	9606	0.592	0	0	0	0.063	0	0	0.583
9606.ENSP00000225474	9606.ENSP00000274625	CSF3	FGF18	9606	0.592	0	0	0	0.063	0	0	0.583
9606.ENSP00000225474	9606.ENSP00000321797	CSF3	FGF8	9606	0.597	0	0	0	0.077	0	0	0.581
9606.ENSP00000225474	9606.ENSP00000259206	CSF3	IL1RN	9606	0.598	0	0	0	0.084	0	0	0.58
9606.ENSP00000225474	9606.ENSP00000371790	CSF3	FGF9	9606	0.599	0	0	0	0.079	0	0	0.583
9606.ENSP00000225474	9606.ENSP00000386380	CSF3	IL1R1	9606	0.6	0	0	0	0.088	0	0	0.58
9606.ENSP00000225474	9606.ENSP00000399324	CSF3	FGF16	9606	0.601	0	0	0	0.081	0	0	0.584
9606.ENSP00000225474	9606.ENSP00000370989	CSF3	CD274	9606	0.605	0	0	0	0.118	0	0	0.571
9606.ENSP00000225474	9606.ENSP00000359663	CSF3	CD40LG	9606	0.605	0	0	0	0	0	0	0.605
9606.ENSP00000225474	9606.ENSP00000264664	CSF3	FGF10	9606	0.61	0	0	0	0.103	0	0	0.583
9606.ENSP00000225474	9606.ENSP00000294728	CSF3	VCAM1	9606	0.612	0	0	0	0.044	0.055	0	0.605
9606.ENSP00000225474	9606.ENSP00000282397	CSF3	FLT1	9606	0.618	0	0	0	0.093	0	0	0.596
9606.ENSP00000225474	9606.ENSP00000286758	CSF3	CXCL13	9606	0.623	0	0	0	0.044	0	0	0.622
9606.ENSP00000225474	9606.ENSP00000228837	CSF3	FGF6	9606	0.623	0	0	0	0.109	0	0	0.595
9606.ENSP00000225474	9606.ENSP00000231228	CSF3	IL12B	9606	0.627	0	0	0	0.162	0	0.4	0.318
9606.ENSP00000225474	9606.ENSP00000308815	CSF3	CCL19	9606	0.632	0	0	0	0.072	0	0.4	0.393
9606.ENSP00000225474	9606.ENSP00000356946	CSF3	FCGR3A	9606	0.632	0	0	0	0	0	0	0.632
9606.ENSP00000225474	9606.ENSP00000433642	CSF3	FCGR3B	9606	0.632	0	0	0	0	0	0	0.632
9606.ENSP00000225474	9606.ENSP00000296026	CSF3	CXCL3	9606	0.634	0	0	0	0.292	0	0	0.504
9606.ENSP00000225474	9606.ENSP00000319635	CSF3	CXCR2	9606	0.645	0	0	0	0.11	0	0	0.617
9606.ENSP00000225474	9606.ENSP00000269571	CSF3	ERBB2	9606	0.646	0	0	0	0.055	0	0	0.641
9606.ENSP00000225474	9606.ENSP00000442424	CSF3	IL22	9606	0.646	0	0	0	0.153	0	0	0.6
9606.ENSP00000225474	9606.ENSP00000299855	CSF3	MMP3	9606	0.648	0	0	0	0.131	0	0	0.612
9606.ENSP00000225474	9606.ENSP00000361405	CSF3	MMP9	9606	0.648	0	0	0	0.108	0	0	0.621
9606.ENSP00000225474	9606.ENSP00000259631	CSF3	CCL27	9606	0.649	0	0	0	0	0	0	0.649
9606.ENSP00000225474	9606.ENSP00000451040	CSF3	PGF	9606	0.658	0	0	0	0.044	0	0	0.657
9606.ENSP00000225474	9606.ENSP00000403495	CSF3	LTA	9606	0.658	0	0	0	0.047	0	0	0.656
9606.ENSP00000225474	9606.ENSP00000482954	CSF3	PRLR	9606	0.66	0	0	0	0	0	0.65	0.069
9606.ENSP00000225474	9606.ENSP00000427514	CSF3	CEBPA	9606	0.664	0	0	0	0.051	0	0	0.661
9606.ENSP00000225474	9606.ENSP00000256078	CSF3	KRAS	9606	0.668	0	0	0	0.057	0	0.5	0.354
9606.ENSP00000225474	9606.ENSP00000483403	CSF3	GHR	9606	0.683	0	0	0	0	0	0.65	0.132
9606.ENSP00000225474	9606.ENSP00000292301	CSF3	CCR2	9606	0.69	0	0	0	0	0	0	0.69
9606.ENSP00000225474	9606.ENSP00000411355	CSF3	PTPRC	9606	0.695	0	0	0	0.051	0	0	0.692
9606.ENSP00000225474	9606.ENSP00000276927	CSF3	IFNA1	9606	0.697	0	0	0	0.042	0	0	0.697
9606.ENSP00000225474	9606.ENSP00000496577	CSF3	SOCS1	9606	0.697	0	0	0	0.139	0	0.5	0.353
9606.ENSP00000225474	9606.ENSP00000259607	CSF3	CCL21	9606	0.699	0	0	0	0.044	0	0	0.699
9606.ENSP00000225474	9606.ENSP00000264563	CSF3	IL11	9606	0.709	0	0	0	0.169	0	0	0.665
9606.ENSP00000225474	9606.ENSP00000380432	CSF3	INS	9606	0.709	0	0	0	0.093	0	0	0.693
9606.ENSP00000225474	9606.ENSP00000255030	CSF3	CRP	9606	0.712	0	0	0	0.093	0	0	0.696
9606.ENSP00000225474	9606.ENSP00000267843	CSF3	FGF7	9606	0.718	0	0	0	0.076	0	0	0.708
9606.ENSP00000225474	9606.ENSP00000386559	CSF3	CD8A	9606	0.72	0	0	0	0	0	0	0.72
9606.ENSP00000225474	9606.ENSP00000321345	CSF3	IL23R	9606	0.74	0	0	0	0	0	0.65	0.29
9606.ENSP00000225474	9606.ENSP00000293328	CSF3	STAT5B	9606	0.745	0	0	0	0	0	0.5	0.511
9606.ENSP00000225474	9606.ENSP00000341208	CSF3	STAT5A	9606	0.746	0	0	0	0.045	0	0.5	0.511
9606.ENSP00000225474	9606.ENSP00000295897	CSF3	ALB	9606	0.75	0	0	0	0	0	0	0.75
9606.ENSP00000225474	9606.ENSP00000257290	CSF3	PDGFRA	9606	0.754	0	0	0	0.087	0	0.65	0.292
9606.ENSP00000225474	9606.ENSP00000369581	CSF3	IFNB1	9606	0.757	0	0	0	0.117	0	0	0.736
9606.ENSP00000225474	9606.ENSP00000363089	CSF3	TLR4	9606	0.757	0	0	0	0	0	0	0.757
9606.ENSP00000225474	9606.ENSP00000261799	CSF3	PDGFRB	9606	0.758	0	0	0	0.059	0	0.65	0.325
9606.ENSP00000225474	9606.ENSP00000354394	CSF3	STAT1	9606	0.76	0	0	0	0	0	0.5	0.54
9606.ENSP00000225474	9606.ENSP00000337432	CSF3	IL17F	9606	0.774	0	0	0	0.15	0	0	0.745
9606.ENSP00000225474	9606.ENSP00000264832	CSF3	ICAM1	9606	0.776	0	0	0.201	0.086	0	0	0.719
9606.ENSP00000225474	9606.ENSP00000379140	CSF3	CXCL12	9606	0.786	0	0	0	0	0	0	0.786
9606.ENSP00000225474	9606.ENSP00000296545	CSF3	IL15	9606	0.787	0	0	0	0.042	0	0	0.787
9606.ENSP00000225474	9606.ENSP00000249075	CSF3	LIF	9606	0.79	0	0	0	0.22	0	0.4	0.588
9606.ENSP00000225474	9606.ENSP00000306157	CSF3	IL7R	9606	0.79	0	0	0	0.049	0	0.65	0.42
9606.ENSP00000225474	9606.ENSP00000356713	CSF3	IFNGR1	9606	0.791	0	0	0	0	0	0.65	0.429
9606.ENSP00000225474	9606.ENSP00000496959	CSF3	ITGAM	9606	0.791	0	0	0	0.057	0	0	0.788
9606.ENSP00000225474	9606.ENSP00000280357	CSF3	IL18	9606	0.792	0	0	0	0	0	0.4	0.668
9606.ENSP00000225474	9606.ENSP00000354901	CSF3	CXCL9	9606	0.794	0	0	0	0.08	0	0	0.786
9606.ENSP00000225474	9606.ENSP00000351671	CSF3	CCL20	9606	0.799	0	0	0	0.217	0	0.4	0.607
9606.ENSP00000225474	9606.ENSP00000386884	CSF3	CXCR4	9606	0.802	0	0	0	0.042	0	0	0.802
9606.ENSP00000225474	9606.ENSP00000231449	CSF3	IL4	9606	0.818	0	0	0	0.124	0	0	0.801
9606.ENSP00000225474	9606.ENSP00000296027	CSF3	CXCL5	9606	0.823	0	0	0	0.196	0	0	0.789
9606.ENSP00000225474	9606.ENSP00000369554	CSF3	IFNA2	9606	0.823	0	0	0	0	0	0	0.823
9606.ENSP00000225474	9606.ENSP00000274520	CSF3	IL9	9606	0.827	0	0	0	0.113	0	0	0.812
9606.ENSP00000225474	9606.ENSP00000304915	CSF3	IL13	9606	0.834	0	0	0	0.146	0	0	0.814
9606.ENSP00000225474	9606.ENSP00000369293	CSF3	IL2RA	9606	0.837	0	0	0	0.067	0	0.65	0.543
9606.ENSP00000225474	9606.ENSP00000231454	CSF3	IL5	9606	0.842	0	0	0	0.121	0	0	0.827
9606.ENSP00000225474	9606.ENSP00000330341	CSF3	SOCS3	9606	0.856	0	0	0	0.174	0	0.5	0.681
9606.ENSP00000225474	9606.ENSP00000275493	CSF3	EGFR	9606	0.857	0	0	0	0.042	0	0.65	0.61
9606.ENSP00000225474	9606.ENSP00000357470	CSF3	IL6R	9606	0.867	0	0	0	0	0	0.65	0.636
9606.ENSP00000225474	9606.ENSP00000286301	CSF3	CSF1R	9606	0.873	0	0	0	0	0	0	0.873
9606.ENSP00000225474	9606.ENSP00000263851	CSF3	IL7	9606	0.88	0	0	0	0.059	0	0	0.877
9606.ENSP00000225474	9606.ENSP00000427279	CSF3	CXCL2	9606	0.897	0	0	0	0.222	0	0.4	0.797
9606.ENSP00000225474	9606.ENSP00000305651	CSF3	CXCL10	9606	0.908	0	0	0	0.099	0	0.4	0.845
9606.ENSP00000225474	9606.ENSP00000482259	CSF3	CCL4	9606	0.909	0	0	0	0.083	0	0.4	0.848
9606.ENSP00000225474	9606.ENSP00000333157	CSF3	GH2	9606	0.911	0	0	0	0.047	0	0.9	0.148
9606.ENSP00000225474	9606.ENSP00000376623	CSF3	CSH2	9606	0.911	0	0	0	0.043	0	0.9	0.153
9606.ENSP00000225474	9606.ENSP00000316416	CSF3	CSH1	9606	0.912	0	0	0	0	0	0.9	0.159
9606.ENSP00000225474	9606.ENSP00000312673	CSF3	GH1	9606	0.915	0	0	0	0.042	0	0.9	0.188
9606.ENSP00000225474	9606.ENSP00000264657	CSF3	STAT3	9606	0.916	0	0	0	0	0	0.5	0.84
9606.ENSP00000225474	9606.ENSP00000412237	CSF3	IL10	9606	0.927	0	0	0	0.056	0	0.4	0.881
9606.ENSP00000225474	9606.ENSP00000497968	CSF3	IL17A	9606	0.928	0	0	0	0.258	0	0	0.907
9606.ENSP00000225474	9606.ENSP00000477908	CSF3	CCL3	9606	0.929	0	0	0	0.104	0	0.4	0.879
9606.ENSP00000225474	9606.ENSP00000302150	CSF3	PRL	9606	0.93	0	0	0	0	0	0.9	0.336
9606.ENSP00000225474	9606.ENSP00000225831	CSF3	CCL2	9606	0.93	0	0	0	0.146	0	0.4	0.875
9606.ENSP00000225474	9606.ENSP00000327513	CSF3	CSF1	9606	0.933	0	0	0	0.063	0	0	0.932
9606.ENSP00000225474	9606.ENSP00000474412	CSF3	CCL5	9606	0.934	0	0	0	0.047	0	0.4	0.894
9606.ENSP00000225474	9606.ENSP00000398698	CSF3	TNF	9606	0.949	0	0	0	0.167	0	0.4	0.907
9606.ENSP00000225474	9606.ENSP00000396198	CSF3	FGF13	9606	0.952	0	0	0	0.063	0	0	0.951
9606.ENSP00000225474	9606.ENSP00000312652	CSF3	LEP	9606	0.952	0	0	0	0	0	0.9	0.542
9606.ENSP00000225474	9606.ENSP00000265171	CSF3	EGF	9606	0.957	0	0	0	0	0	0	0.957
9606.ENSP00000225474	9606.ENSP00000264498	CSF3	FGF2	9606	0.961	0	0	0	0.087	0	0	0.96
9606.ENSP00000225474	9606.ENSP00000226730	CSF3	IL2	9606	0.962	0	0	0	0.106	0	0	0.96
9606.ENSP00000225474	9606.ENSP00000296870	CSF3	IL3	9606	0.964	0	0	0	0.124	0	0	0.961
9606.ENSP00000225474	9606.ENSP00000379110	CSF3	CXCL1	9606	0.966	0	0	0	0.208	0	0.4	0.934
9606.ENSP00000225474	9606.ENSP00000306512	CSF3	CXCL8	9606	0.971	0	0	0	0.201	0	0.4	0.945
9606.ENSP00000225474	9606.ENSP00000371067	CSF3	JAK2	9606	0.988	0	0	0	0	0	0.65	0.968
9606.ENSP00000225474	9606.ENSP00000385675	CSF3	IL6	9606	0.988	0	0	0	0.369	0	0.4	0.972
9606.ENSP00000225474	9606.ENSP00000229135	CSF3	IFNG	9606	0.989	0	0	0	0.098	0	0	0.988
9606.ENSP00000225474	9606.ENSP00000252723	CSF3	EPO	9606	0.99	0	0	0	0.084	0	0.9	0.909
9606.ENSP00000225474	9606.ENSP00000263339	CSF3	IL1A	9606	0.991	0	0	0	0.255	0	0.4	0.983
9606.ENSP00000225474	9606.ENSP00000302234	CSF3	CCL11	9606	0.995	0	0	0	0.08	0	0	0.995
9606.ENSP00000225474	9606.ENSP00000263341	CSF3	IL1B	9606	0.996	0	0	0	0.239	0	0.4	0.993
9606.ENSP00000225474	9606.ENSP00000296871	CSF3	CSF2	9606	0.999	0	0	0	0.4	0	0.4	0.998
9606.ENSP00000225792	9606.ENSP00000444810	DDX5	FKBP5	9606	0.4	0	0	0	0.069	0.091	0	0.347
9606.ENSP00000225792	9606.ENSP00000244050	DDX5	SNAI1	9606	0.403	0	0	0	0	0.292	0	0.192
9606.ENSP00000225792	9606.ENSP00000343925	DDX5	ESR2	9606	0.418	0	0	0	0	0	0	0.418
9606.ENSP00000225792	9606.ENSP00000398698	DDX5	TNF	9606	0.419	0	0	0	0.042	0.324	0	0.175
9606.ENSP00000225792	9606.ENSP00000302961	DDX5	HSPA4	9606	0.431	0	0	0	0.07	0.091	0	0.381
9606.ENSP00000225792	9606.ENSP00000262367	DDX5	CREBBP	9606	0.447	0	0	0	0.088	0.299	0	0.204
9606.ENSP00000225792	9606.ENSP00000378402	DDX5	SIN3A	9606	0.46	0	0	0	0.109	0.045	0	0.417
9606.ENSP00000225792	9606.ENSP00000386884	DDX5	CXCR4	9606	0.461	0	0	0	0.059	0	0	0.451
9606.ENSP00000225792	9606.ENSP00000362680	DDX5	SRC	9606	0.464	0	0	0	0	0.061	0	0.453
9606.ENSP00000225792	9606.ENSP00000327025	DDX5	RORC	9606	0.466	0	0	0	0	0.301	0	0.268
9606.ENSP00000225792	9606.ENSP00000268712	DDX5	NCOR1	9606	0.475	0	0	0	0.212	0.053	0	0.353
9606.ENSP00000225792	9606.ENSP00000478887	DDX5	MYC	9606	0.486	0	0	0	0.048	0.174	0	0.399
9606.ENSP00000225792	9606.ENSP00000451828	DDX5	AKT1	9606	0.496	0	0	0	0.068	0.306	0	0.282
9606.ENSP00000225792	9606.ENSP00000380070	DDX5	GAPDH	9606	0.498	0.042	0	0	0.138	0.046	0.114	0.392
9606.ENSP00000225792	9606.ENSP00000381185	DDX5	BCL2	9606	0.511	0	0	0	0.056	0	0	0.504
9606.ENSP00000225792	9606.ENSP00000291527	DDX5	TFF1	9606	0.517	0	0	0	0	0	0.5	0.075
9606.ENSP00000225792	9606.ENSP00000385216	DDX5	NCOA1	9606	0.536	0	0	0	0.048	0	0.5	0.104
9606.ENSP00000225792	9606.ENSP00000298910	DDX5	LRRK2	9606	0.547	0	0	0	0.087	0.52	0	0.049
9606.ENSP00000225792	9606.ENSP00000302967	DDX5	HDAC3	9606	0.55	0	0	0	0.063	0.512	0	0.095
9606.ENSP00000225792	9606.ENSP00000306245	DDX5	FOS	9606	0.563	0	0	0	0.074	0.308	0	0.373
9606.ENSP00000225792	9606.ENSP00000361066	DDX5	NCOA3	9606	0.567	0	0	0	0.055	0	0.5	0.159
9606.ENSP00000225792	9606.ENSP00000368632	DDX5	GATA3	9606	0.571	0	0	0	0.042	0	0.5	0.176
9606.ENSP00000225792	9606.ENSP00000344401	DDX5	LIN28B	9606	0.586	0.044	0	0	0.053	0.114	0	0.545
9606.ENSP00000225792	9606.ENSP00000360609	DDX5	HSP90AB1	9606	0.619	0.042	0	0	0.226	0.1	0	0.496
